"taxonID","taxonRank","taxaSubGroup","family","unrecorded","recorded"
"t0059283","species","Chromista","Heliopeltaceae","Actinoptychus","Actinoptychus triacriformis"
"t0059284","species","Chromista","Heliopeltaceae","Actinoptychus","Actinoptychus vulgaris"
"t0059285","species","Chromista","Albuginaceae","Albugo","Albugo achyranthis"
"t0059286","species","Chromista","Albuginaceae","Albugo","Albugo ipomoeae"
"t0059287","species","Chromista","Albuginaceae","Albugo","Albugo ipomoeae"
"t0059288","species","Chromista","Albuginaceae","Albugo","Albugo macrospora"
"t0059289","species","Chromista","Albuginaceae","Albugo","Albugo thlaspeos"
"t0059290","species","Chromista","Alisphaeraceae","Alisphaera","Alisphaera gaudii"
"t0059291","species","Chromista","Alisphaeraceae","Alisphaera","Alisphaera pinnigera"
"t0059292","species","Chromista","Alisphaeraceae","Alisphaera","Alisphaera spatula"
"t0059293","species","Chromista","Alisphaeraceae","Alisphaera","Alisphaera unicornis"
"t0059294","species","Chromista","Naviculaceae","Trachyneis","Trachyneis antillarum"
"t0059295","species","Chromista","Naviculaceae","Trachyneis","Trachyneis debyi"
"t0059297","species","Chromista","Amphipleuraceae","Amphipleura","Amphipleura pellucida"
"t0059298","species","Chromista","Auriculaceae","Auricula","Auricula complexa"
"t0059299","species","Chromista","Amphipleuraceae","Amphiprora","Amphiprora gigantea"
"t0059301","species","Chromista","Lithodesmiaceae","Tropidoneis","Tropidoneis longa"
"t0059302","species","Chromista","Lithodesmiaceae","Tropidoneis","Tropidoneis maxima"
"t0059303","species","Chromista","Lithodesmiaceae","Tropidoneis","Tropidoneis pusilla"
"t0059304","species","Chromista","Rhaphoneidaceae","Perissonoë","Perissonoë cruciata"
"t0059305","species","Chromista","Trigoniaceae","Trigonium","Trigonium graeffeanum"
"t0059306","species","Chromista","Catenulaceae","Amphora","Amphora angusta"
"t0059307","species","Chromista","Catenulaceae","Amphora","Amphora arenaria"
"t0059309","species","Chromista","Catenulaceae","Amphora","Amphora bullatoides"
"t0059310","species","Chromista","Catenulaceae","Amphora","Amphora commutata"
"t0059312","species","Chromista","Catenulaceae","Amphora","Amphora crassa"
"t0059321","species","Chromista","Catenulaceae","Amphora","Amphora javanica"
"t0059323","species","Chromista","Catenulaceae","Amphora","Amphora maria"
"t0059326","species","Chromista","Catenulaceae","Amphora","Amphora oculus"
"t0059328","species","Chromista","Catenulaceae","Amphora","Amphora perpusilla"
"t0059329","species","Chromista","Catenulaceae","Amphora","Amphora protues"
"t0059330","species","Chromista","Catenulaceae","Amphora","Amphora rhombica"
"t0059331","species","Chromista","Catenulaceae","Halamphora","Halamphora sabiniana"
"t0059332","species","Chromista","Catenulaceae","Amphora","Amphora sinuata"
"t0059333","species","Chromista","Catenulaceae","Amphora","Amphora spectabilis"
"t0059334","species","Chromista","Catenulaceae","Amphora","Amphora subturgida"
"t0059335","species","Chromista","Catenulaceae","Amphora","Amphora terroris"
"t0059337","species","Chromista","Anomoeoneidaceae","Anomoeoneis","Anomoeoneis exilis"
"t0059338","species","Chromista","Anomoeoneidaceae","Anomoeoneis","Anomoeoneis sphaerophora"
"t0059339","species","Chromista","Cocconeidaceae","Anorthoneis","Anorthoneis eurystoma"
"t0059340","species","Chromista","Ochromonadaceae","Anthophysa","Anthophysa steinii"
"t0059341","species","Chromista","Leptolegniaceae","Aphanomyces","Aphanomyces androgynus"
"t0059342","species","Chromista","Leptolegniaceae","Aphanomyces","Aphanomyces cladogamus"
"t0059343","species","Chromista","Leptolegniaceae","Aphanomyces","Aphanomyces helicoides"
"t0059344","species","Chromista","Leptolegniaceae","Aphanomyces","Aphanomyces keratinophilus"
"t0059345","species","Chromista","Leptolegniaceae","Aphanomyces","Aphanomyces parasiticus"
"t0059346","species","Chromista","Leptolegniaceae","Aphanomyces","Aphanomyces scaber"
"t0059347","species","Chromista","Leptolegniaceae","Aphanomyces","Aphanomyces stellatus"
"t0059348","species","Chromista","Arachnoidiscaceae","Arachnoidiscus","Arachnoidiscus ornatus"
"t0059349","species","Chromista","Cymatosiraceae","Arcocellulus","Arcocellulus cornucer"
"t0059350","species","Chromista","Cymatosiraceae","Arcocellulus","Arcocellulus mammifer"
"t0059351","species","Chromista","Chordariaceae","Myrionema","Myrionema balticum"
"t0059353","species","Chromista","Scytosiphonaceae","Rosenvingea","Rosenvingea orientalis"
"t0059354","species","Chromista","Tabellariaceae","Asterionella","Asterionella formosa"
"t0059356","species","Chromista","Tabellariaceae","Asterionella","Asterionella glacialis"
"t0059359","species","Chromista","Asterolampraceae","Asteromphalus","Asteromphalus roperianus"
"t0059360","species","Chromista","Asterolampraceae","Asteromphalus","Asteromphalus cleveanus"
"t0059361","species","Chromista","Asterolampraceae","Asteromphalus","Asteromphalus elegans"
"t0059362","species","Chromista","Asterolampraceae","Asteromphalus","Asteromphalus robustus"
"t0059363","species","Chromista","Attheyaceae","Attheya","Attheya zachariasi"
"t0059364","species","Chromista","Aulacodiscaceae","Aulacodiscus","Aulacodiscus margaritaceus"
"t0059365","species","Chromista","Aulacodiscaceae","Aulacodiscus","Aulacodiscus reticulata"
"t0059366","species","Chromista","Eupodiscaceae","Auliscus","Auliscus incertus"
"t0059367","species","Chromista","Eupodiscaceae","Auliscus","Auliscus punctatua"
"t0059368","species","Chromista","Bacillariaceae","Nitzschia","Nitzschia cursoria"
"t0059372","species","Chromista","Chaetocerotaceae","Bacteriastrum","Bacteriastrum elongatum"
"t0059375","species","Chromista","Chaetocerotaceae","Bacteriastrum","Bacteriastrum seticulosa"
"t0059376","species","Chromista","Cymatosiraceae","Minutocellus","Minutocellus polymorphus"
"t0059377","species","Chromista","Dinobryaceae","Stokesiella","Stokesiella lepteca"
"t0059380","species","Chromista","Biddulphiaceae","Biddulphia","Biddulphia gruendleri"
"t0059381","species","Chromista","Biddulphiaceae","Biddulphia","Biddulphia heteroceros"
"t0059383","species","Chromista","Biddulphiaceae","Biddulphia","Biddulphia pangeroni"
"t0059384","species","Chromista","Biddulphiaceae","Biddulphia","Biddulphia plana"
"t0059386","species","Chromista","Biddulphiaceae","Biddulphia","Biddulphia retiformis"
"t0059387","species","Chromista","Biddulphiaceae","Biddulphia","Biddulphia rigia"
"t0059388","species","Chromista","Biddulphiaceae","Biddulphia","Biddulphia ruthenica"
"t0059389","species","Chromista","Biddulphiaceae","Biddulphia","Biddulphia seticulosa"
"t0059390","species","Chromista","Biddulphiaceae","Biddulphia","Biddulphia seticulosas"
"t0059392","species","Chromista","Biddulphiaceae","Biddulphia","Biddulphia tridens"
"t0059393","species","Chromista","Biddulphiaceae","Biddulphia","Biddulphia varicon"
"t0059394","species","Chromista","Biddulphiaceae","Biddulphia","Biddulphia zachariasi"
"t0059395","species","Chromista","Peronosporaceae","Peronospora","Peronospora destructor"
"t0059398","species","Chromista","Peronosporaceae","Bremia","Bremia elliptica"
"t0059399","species","Chromista","Peronosporaceae","Bremia","Bremia microspora"
"t0059400","species","Chromista","Peronosporaceae","Bremia","Bremia ovata"
"t0059401","species","Chromista","Peronosporaceae","Bremia","Bremia sonchicola"
"t0059402","species","Chromista","Saprolegniaceae","Brevilegnia","Brevilegnia linearis"
"t0059403","species","Chromista","Saprolegniaceae","Brevilegnia","Brevilegnia longicaulis"
"t0059404","species","Chromista","Saprolegniaceae","Brevilegnia","Brevilegnia subcentrica"
"t0059405","species","Chromista","Saprolegniaceae","Brevilegnia","Brevilegnia variabilis"
"t0059406","species","Chromista","Leptolegniellaceae","Brevilegniella","Brevilegniella unispora"
"t0059407","species","Chromista","Syracosphaeraceae","Calciopappus","Calciopappus rigidus"
"t0059408","species","Chromista","Calciosoleniaceae","Alveosphaera","Alveosphaera bimurata"
"t0059409","species","Chromista","Calciosoleniaceae","Calciosolenia","Calciosolenia murrayi"
"t0059410","species","Chromista","Calyptrosphaeraceae","Calicasphaera","Calicasphaera diconstricta"
"t0059411","species","Chromista","Naviculaceae","Caloneis","Caloneis fenzlii"
"t0059412","species","Chromista","Naviculaceae","Caloneis","Caloneis platycephala"
"t0059413","species","Chromista","Naviculaceae","Caloneis","Caloneis robusta"
"t0059414","species","Chromista","Calyptrosphaeraceae","Calyptrolithophora","Calyptrolithophora gracillima"
"t0059415","species","Chromista","Calyptrosphaeraceae","Holococcolithophora","Holococcolithophora heimdaliae"
"t0059416","species","Chromista","Calyptrosphaeraceae","Sphaerocalyptra","Sphaerocalyptra quadridentata"
"t0059417","species","Chromista","Surirellaceae","Campylodiscus","Campylodiscus adriaticus"
"t0059418","species","Chromista","Surirellaceae","Campylodiscus","Campylodiscus alfsii"
"t0059419","species","Chromista","Surirellaceae","Campylodiscus","Campylodiscus australis"
"t0059420","species","Chromista","Surirellaceae","Campylodiscus","Campylodiscus biangulatus"
"t0059421","species","Chromista","Surirellaceae","Campylodiscus","Campylodiscus birostratus"
"t0059422","species","Chromista","Surirellaceae","Campylodiscus","Campylodiscus brightwellii"
"t0059424","species","Chromista","Surirellaceae","Campylodiscus","Campylodiscus daemelianus"
"t0059425","species","Chromista","Surirellaceae","Campylodiscus","Campylodiscus decorus"
"t0059426","species","Chromista","Surirellaceae","Campylodiscus","Campylodiscus ecclesianus"
"t0059427","species","Chromista","Surirellaceae","Campylodiscus","Campylodiscus hodgsonii"
"t0059428","species","Chromista","Surirellaceae","Campylodiscus","Campylodiscus incertus"
"t0059429","species","Chromista","Surirellaceae","Campylodiscus","Campylodiscus latus"
"t0059430","species","Chromista","Surirellaceae","Campylodiscus","Campylodiscus ralfsii"
"t0059432","species","Chromista","Surirellaceae","Campylodiscus","Campylodiscus wallichianus"
"t0059433","species","Chromista","Centritraceae","Centritractus","Centritractus belanophorus"
"t0059434","species","Chromista","Centritraceae","Centritractus","Centritractus brunneus"
"t0059436","species","Chromista","Ceratolithaceae","Ceratolithus","Ceratolithus cristatus"
"t0059440","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros abnormis"
"t0059441","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros aequatoriale"
"t0059443","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros anastomosans"
"t0059446","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros aurivillii"
"t0059447","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros borealis"
"t0059448","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros brevis"
"t0059449","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros castracanei"
"t0059450","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros cinctus"
"t0059452","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros compressus"
"t0059453","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros constrictus"
"t0059454","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros convolutus"
"t0059455","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros costatus"
"t0059456","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros crinitus"
"t0059458","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros danicus"
"t0059459","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros debilis"
"t0059461","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros denticulatus"
"t0059462","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros dichaeta"
"t0059464","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros distans"
"t0059467","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros elegans"
"t0059468","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros fragile"
"t0059469","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros gracele"
"t0059470","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros indicum"
"t0059471","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros laciniosus"
"t0059472","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros lacinosus"
"t0059474","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros lauderi"
"t0059477","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros muelleri"
"t0059479","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros nipponica"
"t0059480","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros paradox"
"t0059481","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros pelagicus"
"t0059482","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros pendulum"
"t0059483","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros protuberans"
"t0059484","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros pseudocurvisetus"
"t0059485","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros pseudodichaeta"
"t0059486","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros radians"
"t0059487","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros radicans"
"t0059488","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros rostratus"
"t0059489","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros seiracanthus"
"t0059490","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros setoensis"
"t0059492","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros socialis"
"t0059493","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros subtilis"
"t0059494","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros tere"
"t0059495","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros teres"
"t0059498","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros weissflogii"
"t0059499","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros willei"
"t0059500","species","Chromista","Chaetocerotaceae","Chaetoceros","Chaetoceros xishaensis"
"t0059502","species","Chromista","Scytosiphonaceae","Chnoospora","Chnoospora implexa"
"t0059503","species","Chromista","Chromulinaceae","Chromulina","Chromulina rosanoffii"
"t0059504","species","Chromista","Chromulinaceae","Chromulina","Chromulina ovalis"
"t0059505","species","Chromista","Stylococcaceae","Lagynion","Lagynion ampullaceum"
"t0059506","species","Chromista","Chordariaceae","Cladosiphon","Cladosiphon okamuranus"
"t0059507","species","Chromista","Bellerocheaceae","Climacodium","Climacodium biconcavum"
"t0059508","species","Chromista","Bellerocheaceae","Climacodium","Climacodium frauenfeldianum"
"t0059510","species","Chromista","Climacospheniaceae","Climacosphenia","Climacosphenia elongata"
"t0059511","species","Chromista","Climacospheniaceae","Climacosphenia","Climacosphenia moniligera"
"t0059512","species","Chromista","Calcidiscaceae","Oolithotus","Oolithotus fragilis"
"t0059513","species","Chromista","Noelaerhabdaceae","Reticulofenestra","Reticulofenestra minutula"
"t0059514","species","Chromista","Umbellosphaeraceae","Umbellosphaera","Umbellosphaera tenuis"
"t0059515","species","Chromista","Mastogloiaceae","Mastogloia","Mastogloia binotata"
"t0059516","species","Chromista","Cocconeidaceae","Cocconeis","Cocconeis brevicostata"
"t0059517","species","Chromista","Achnanthaceae","Achnanthes","Achnanthes citronella"
"t0059518","species","Chromista","Cocconeidaceae","Cocconeis","Cocconeis costata"
"t0059519","species","Chromista","Cocconeidaceae","Cocconeis","Cocconeis dirupta"
"t0059520","species","Chromista","Cocconeidaceae","Cocconeis","Cocconeis diruptoides"
"t0059522","species","Chromista","Cocconeidaceae","Cocconeis","Cocconeis distans"
"t0059524","species","Chromista","Cocconeidaceae","Anorthoneis","Anorthoneis excentrica"
"t0059525","species","Chromista","Mastogloiaceae","Mastogloia","Mastogloia fimbriata"
"t0059526","species","Chromista","Cocconeidaceae","Cocconeis","Cocconeis heteroidea"
"t0059527","species","Chromista","Cocconeidaceae","Cocconeis","Cocconeis hustedti"
"t0059530","species","Chromista","Cocconeidaceae","Cocconeis","Cocconeis pediculas"
"t0059535","species","Chromista","Mastogloiaceae","Mastogloia","Mastogloia splendida"
"t0059536","species","Chromista","Cocconeidaceae","Cocconeis","Cocconeis sublittoralis"
"t0059537","species","Chromista","Cocconeidaceae","Cocconeis","Cocconeis tenuistriata"
